EventOnScroll,MSecForDownArrow,TimeOnVScroll,relevant,NumOfPageUp,TimeOnMouse,NumOfPageDown,ClickOnWindow,log_id,serverTimeVisit,MSecForPageUp,MSecForUpArrow,NumOfUpArrow,classes,MSecForPageDown,RSS_ID,readability,TimeOnHScroll,novelty,user_like,DOC_ID,TimeOnPage,TimeVisit,user_id,NumOfDownArrow,authority
0,0,0,1,0,422,0,0,4429,28-04-2004 15:31,0,0,0,,0,606,0,0,1,-1,217302,1156,28-04-2004 15:31,83,0,0
0,0,0,-1,0,718,0,0,4606,28-04-2004 23:41,0,0,0,,0,606,-1,0,-1,-1,217302,3250,28-04-2004 23:41,84,0,-1
2,0,0,1,0,690,0,0,5027,29-04-2004 23:42,0,0,0,Not%20news%20article|posted%20comments,0,606,0,0,1,-1,217302,8783,29-04-2004 23:42,87,0,0
1,0,0,2,0,686,0,0,4550,28-04-2004 22:24,0,0,0,pop%20culture,0,606,1,0,3,1,217303,26235,28-04-2004 22:24,59,0,0
0,0,0,1,2,70,3,0,4953,29-04-2004 22:56,170,0,0,weird,310,606,0,0,1,-1,217303,3575,29-04-2004 22:56,60,0,0
0,0,0,1,0,18018,0,3,4539,28-04-2004 22:12,0,0,0,,0,606,1,0,3,1,217303,77750,28-04-2004 22:12,65,0,1
0,0,0,2,0,1016,0,0,4666,29-04-2004 03:17,0,0,0,,0,606,1,0,2,1,217303,3797,29-04-2004 03:17,65,0,1
0,0,0,2,0,1231,0,0,4681,29-04-2004 08:50,0,0,0,difficult%20to%20understand,0,606,0,0,1,-1,217303,265732,29-04-2004 08:50,82,0,0
0,0,0,1,0,405,0,0,4428,28-04-2004 15:30,0,0,0,,0,606,0,0,1,-1,217303,2953,28-04-2004 15:30,83,0,0
0,0,0,1,0,891,0,0,4594,28-04-2004 23:26,0,0,0,familar%20topic|page%20no%20good,0,606,0,0,1,-1,217303,2079,28-04-2004 23:26,84,0,0
0,0,0,1,0,1352,0,1,5019,29-04-2004 23:40,0,0,0,Not%20news%20article|posted%20comments,0,606,0,0,2,-1,217303,31595,29-04-2004 23:40,87,0,0
0,0,0,2,0,440,0,0,4646,29-04-2004 01:02,0,0,0,,0,606,1,0,1,-1,217303,1893,29-04-2004 01:02,91,0,0
2,0,0,5,0,1203,0,0,6818,04-05-2004 17:23,0,0,0,,0,65,1,0,5,2,217661,515780,04-05-2004 17:23,65,0,1
0,0,0,1,0,1952,0,0,5763,02-05-2004 01:41,0,0,0,forum,0,259,0,0,1,-1,217729,5125,02-05-2004 01:41,92,0,0
0,0,0,1,0,781,0,1,4765,29-04-2004 13:39,0,0,0,unrelated,0,344,0,0,1,-1,217749,4897,29-04-2004 13:39,63,0,-1
0,0,0,1,0,3563,0,10,4954,29-04-2004 22:57,0,0,0,default,0,529,1,0,2,-1,217985,18313,29-04-2004 22:57,67,0,1
0,0,0,5,0,1359,0,2,4767,29-04-2004 13:42,0,0,0,food|U.S.|business,0,1178,1,0,4,2,218201,9453,29-04-2004 13:42,76,0,-1
0,0,0,-1,0,1359,0,2,4768,29-04-2004 13:42,0,0,0,food|U.S.|business,0,1178,-1,0,-1,-1,218201,9453,29-04-2004 13:42,76,0,-1
0,0,0,5,0,1359,0,2,4770,29-04-2004 13:47,0,0,0,food|U.S.|business,0,1178,1,0,5,2,218201,9453,29-04-2004 13:47,76,0,1
1,0,0,5,0,686,0,0,6840,04-05-2004 17:37,0,0,0,philadelphia,0,2736,1,0,4,2,218275,61391,04-05-2004 17:37,66,0,1
0,0,0,4,0,1719,0,2,5209,30-04-2004 07:36,0,0,0,science|*link%20to%20article*|education|achievement,0,1323,1,0,-1,2,218316,50985,30-04-2004 07:36,62,0,1
1,0,0,1,0,250,0,0,6524,03-05-2004 22:28,0,0,0,default,0,1323,1,0,4,2,218316,27766,03-05-2004 22:28,67,0,1
0,0,0,1,0,991,0,0,4288,28-04-2004 01:33,0,0,0,books,0,1115,0,0,1,-1,219123,30093,28-04-2004 01:33,60,0,0
0,0,0,5,0,8697,0,0,4178,27-04-2004 23:23,0,0,0,writing,0,1115,1,0,3,2,219123,130014,27-04-2004 23:23,69,0,0
1,0,0,3,0,541,0,0,3890,27-04-2004 09:36,0,0,0,Tech%20Vendors,0,1115,0,0,3,1,219123,64683,27-04-2004 09:36,82,0,1
0,0,0,1,0,812,0,0,4068,27-04-2004 19:43,0,0,0,,0,1115,0,0,1,-1,219123,19781,27-04-2004 19:43,83,0,0
0,0,0,4,0,2473,0,0,3860,27-04-2004 08:42,0,0,0,,0,1115,1,0,5,-1,219123,154982,27-04-2004 08:42,88,0,0
0,0,0,2,0,5424,0,0,4180,27-04-2004 23:25,0,0,0,difficult%20to%20understand,0,1115,0,0,2,-1,219124,29411,27-04-2004 23:25,69,0,0
0,0,0,3,0,20,0,0,3858,27-04-2004 08:37,0,0,0,difficult%20to%20understand,0,1115,0,0,3,-1,219124,59846,27-04-2004 08:37,88,0,0
0,0,0,5,0,594,0,0,6843,04-05-2004 17:38,0,0,0,philadelphia,0,1403,1,0,4,2,219478,1797,04-05-2004 17:38,66,0,1
0,0,0,4,0,391,0,0,6833,04-05-2004 17:33,0,0,0,philadelphia,0,424,1,0,3,2,219890,2657,04-05-2004 17:33,66,0,1
0,0,0,4,0,3093,0,0,7896,06-05-2004 19:10,0,0,0,,0,1798,1,0,5,2,219939,18532,06-05-2004 19:10,51,0,0
0,0,0,2,0,1219,0,0,4471,28-04-2004 17:35,0,0,0,people,0,2905,0,0,2,-1,220031,11921,28-04-2004 17:35,92,0,0
2,0,0,5,0,1467,0,1,19683,11-05-2004 18:33,0,0,0,,0,3485,1,0,4,2,220327,26655,11-05-2004 18:33,67,0,1
3,0,0,4,0,1919,0,1,6819,04-05-2004 17:26,0,0,0,international,0,3485,1,0,5,2,220330,206563,04-05-2004 17:26,66,0,1
0,0,0,4,0,1265,0,1,5208,30-04-2004 07:33,0,0,0,science|achievement,0,4345,1,0,5,2,220839,75250,30-04-2004 07:33,62,0,1
0,0,0,3,0,705,0,0,4148,27-04-2004 22:21,0,0,0,,0,2385,1,0,1,1,221026,21500,27-04-2004 22:21,68,0,1
0,0,0,4,0,3959,0,0,18560,10-05-2004 23:49,0,0,0,,0,6644,1,0,4,2,221442,36375,10-05-2004 23:49,65,0,1
1,0,0,2,0,1457,0,0,7002,04-05-2004 21:36,0,0,0,funny|familar%20topic|celebrity|forum,0,7186,1,0,2,1,221686,117297,04-05-2004 21:36,92,0,0
0,0,0,1,0,8824,0,0,7235,05-05-2004 15:52,0,0,0,difficult%20to%20understand,0,1017,0,0,1,-1,223088,68318,05-05-2004 15:52,80,0,-1
0,0,0,1,7,280,5,0,4283,28-04-2004 01:26,1453,0,0,books,1131,1115,0,0,1,-1,223093,6369,28-04-2004 01:26,60,0,0
0,0,0,1,0,2785,0,0,9190,09-05-2004 20:15,0,0,0,,0,235,1,0,2,-1,223121,121953,09-05-2004 20:15,65,0,1
0,0,0,3,0,469,0,0,7797,06-05-2004 18:42,0,0,0,,0,13,1,0,3,1,224465,2719,06-05-2004 18:42,66,0,1
0,0,0,4,0,260,0,0,8280,07-05-2004 15:59,0,0,0,"AUTHORITY,%20Unreliable|INTENSITY,%20Minor|Company%20Google",0,800,1,0,4,2,224649,20099,07-05-2004 15:59,87,0,-1
0,0,0,-1,0,266,0,0,1599,21-04-2004 20:04,0,0,0,,0,1275,-1,0,-1,-1,225948,1500,20-04-2004 02:55,76,0,-1
0,0,0,4,0,1824,0,1,8296,07-05-2004 16:38,0,0,0,,0,1318,1,0,5,2,226068,10766,07-05-2004 16:38,51,0,1
0,0,0,1,0,1102,0,0,7040,04-05-2004 21:56,0,0,0,Citigroup,0,313,0,0,1,-1,226292,12508,04-05-2004 21:56,80,0,0
0,0,0,2,0,1327,0,0,5767,02-05-2004 01:42,0,0,0,funny|forum,0,1682,1,0,2,2,227394,7469,02-05-2004 01:42,92,0,0
0,0,0,4,0,703,0,0,7966,06-05-2004 19:31,0,0,0,movies|familar%20topic|wow!|bad%20news|forum,0,1999,1,0,3,2,228553,64375,06-05-2004 19:31,92,0,0
0,0,0,3,0,528,0,0,5400,01-05-2004 03:33,0,0,0,funny|familar%20topic|people,0,2113,0,0,1,-1,228901,39047,01-05-2004 03:33,92,0,0
0,0,0,1,0,359,0,0,20115,12-05-2004 21:55,0,0,0,Iraq,0,2,0,0,1,-1,231022,1922,12-05-2004 21:55,80,0,0
0,0,0,-1,0,0,0,0,1635,21-04-2004 20:05,0,0,0,,0,1399,-1,0,-1,-1,232816,0,0000-00-00 00:00:00,67,0,-1
0,0,0,2,0,515,0,1,5170,30-04-2004 03:08,0,0,0,,0,421,0,0,2,-1,233615,37703,30-04-2004 03:08,83,0,0
0,0,0,5,0,1283,0,1,7419,05-05-2004 21:14,0,0,0,fda,0,1892,1,0,4,2,234686,93702,05-05-2004 21:14,67,0,1
1,0,0,3,0,313,0,0,1691,21-04-2004 21:20,0,0,0,,0,1896,1,0,3,1,234715,90984,21-04-2004 21:20,65,0,1
1,0,0,3,0,313,0,0,1868,21-04-2004 23:34,0,0,0,,0,1896,1,0,3,1,234715,188437,21-04-2004 09:19,65,0,1
0,0,0,3,0,0,0,0,2576,23-04-2004 18:17,0,0,0,,0,1896,1,0,3,2,234715,578,23-04-2004 18:17,65,0,1
0,0,0,3,0,1877,0,0,6809,04-05-2004 17:13,0,0,0,,0,499,1,0,3,1,237149,4454,04-05-2004 17:13,65,0,1
0,0,0,2,0,828,0,0,6974,04-05-2004 21:19,0,0,0,misc|forum,0,999,0,0,2,-1,237656,6015,04-05-2004 21:19,92,0,0
0,0,0,4,0,28782,0,4,2431,23-04-2004 15:59,0,0,0,civilian%20death|international%20news|copycat%20incidents|family|criminal%20trials,0,3,1,0,3,2,237716,376330,23-04-2004 15:59,58,0,1
0,0,0,4,0,1499,0,1,2337,23-04-2004 10:29,0,0,0,jobs,0,309,1,0,4,1,238657,7844,23-04-2004 10:29,84,0,1
0,0,0,1,0,2168,0,22,7108,04-05-2004 23:20,0,0,0,food,0,2913,1,0,2,-1,239631,37562,04-05-2004 23:20,73,0,0
1,0,0,5,0,531,0,0,9393,09-05-2004 23:36,0,0,0,food,0,2957,1,0,5,2,239729,4140,09-05-2004 23:36,67,0,1
0,0,0,2,0,1186,0,0,19972,12-05-2004 14:40,0,0,0,,0,2070,1,0,2,-1,239837,3844,12-05-2004 14:40,65,0,1
0,0,0,1,0,1407,0,0,2488,23-04-2004 17:36,0,0,0,,0,2112,1,0,3,-1,240000,4515,23-04-2004 17:36,65,0,1
0,0,0,4,0,50,0,0,20000,12-05-2004 16:24,0,0,0,familar%20topic|education|college|stress,0,4039,1,0,5,2,240913,15393,12-05-2004 16:24,58,0,1
0,0,0,-1,0,10599,0,1,1511,21-04-2004 19:55,0,0,0,,0,4039,-1,0,-1,-1,240913,43984,20-04-2004 10:06,66,0,-1
0,0,0,4,0,3475,0,5,8155,07-05-2004 00:44,0,0,0,entertainment|health|exercise|innovation,0,3623,1,0,5,2,241500,60878,07-05-2004 00:44,58,0,1
0,0,0,2,0,562,0,3,4215,28-04-2004 00:14,0,0,0,,0,2485,0,0,5,-1,241812,16922,28-04-2004 00:14,51,0,1
0,0,0,3,0,3796,0,5,4216,28-04-2004 00:19,0,0,0,,0,2485,1,0,5,2,241827,125374,28-04-2004 00:19,51,0,0
0,0,0,4,0,3696,0,3,4219,28-04-2004 00:20,0,0,0,,0,2485,1,0,4,2,241830,28391,28-04-2004 00:20,51,0,1
1,0,0,5,0,861,0,0,7633,05-05-2004 23:36,0,0,0,india|china,0,5580,1,0,5,2,242106,7344,05-05-2004 23:36,83,0,1
0,0,0,2,0,621,0,0,18424,10-05-2004 20:00,0,0,0,international%20news,0,2580,0,0,3,-1,242129,19168,10-05-2004 20:00,58,0,0
0,0,0,3,0,2136,0,0,6921,04-05-2004 18:10,0,0,0,,0,2586,1,0,4,1,242204,18000,04-05-2004 18:10,65,0,1
0,0,0,3,0,5468,0,0,7794,06-05-2004 18:41,0,0,0,sports,0,3660,1,0,4,1,242268,60327,06-05-2004 18:41,66,0,1
0,0,0,1,0,1107,0,1,4473,28-04-2004 17:43,0,0,0,difficult%20to%20understand,0,5704,1,0,1,-1,242755,10078,28-04-2004 17:43,92,0,0
0,0,0,1,0,156,0,0,5147,30-04-2004 02:40,0,0,0,canada,0,5705,0,0,1,-1,242781,1687,30-04-2004 02:40,83,0,0
0,0,0,1,0,1374,0,2,5749,02-05-2004 01:24,0,0,0,,0,2670,0,0,1,-1,243213,5391,02-05-2004 01:24,83,0,0
0,0,0,1,0,881,0,0,5424,01-05-2004 12:04,0,0,0,animals|odd,0,91,1,0,5,2,245494,14761,01-05-2004 12:04,58,0,0
2,0,0,4,0,1641,0,1,5163,30-04-2004 02:57,0,0,0,science|technology,0,11,1,0,4,2,246006,21766,30-04-2004 02:57,83,0,1
12,0,0,5,0,406,0,1,3454,26-04-2004 03:09,0,0,0,science,0,11,1,0,5,2,246011,146656,26-04-2004 03:09,83,0,1
0,0,0,5,0,1862,0,9,3549,26-04-2004 18:15,0,0,0,op-ed,0,12,1,0,5,2,246107,83609,26-04-2004 18:15,73,0,1
0,0,0,1,0,841,0,1,5103,30-04-2004 01:34,0,0,0,Kodak,0,155,0,0,1,-1,246450,6518,30-04-2004 01:34,80,0,0
0,0,0,1,0,782,0,0,9228,09-05-2004 20:26,0,0,0,,0,229,0,0,1,-1,246665,1656,09-05-2004 20:26,65,0,0
0,0,0,-1,0,6532,0,0,1421,21-04-2004 19:50,0,0,0,,0,309,-1,0,-1,-1,247038,19812,20-04-2004 10:06,66,0,-1
0,0,0,1,0,3393,0,1,20112,12-05-2004 21:54,0,0,0,Iraq,0,342,0,0,1,-1,247628,17188,12-05-2004 21:54,80,0,0
0,0,0,1,0,5206,0,1,20114,12-05-2004 21:55,0,0,0,Iraq,0,342,0,0,1,-1,247628,85704,12-05-2004 21:55,80,0,0
7,0,0,3,0,1532,0,0,2260,23-04-2004 01:07,0,0,0,new%20car%20info,0,349,1,0,1,1,247638,87986,23-04-2004 01:07,87,0,1
1,0,0,-1,0,1174,0,0,1326,21-04-2004 19:46,0,0,0,,0,442,-1,0,-1,-1,248408,9188,21-04-2004 06:50,67,0,-1
0,0,0,3,0,1262,0,0,6930,04-05-2004 20:14,0,0,0,Citigroup,0,475,1,0,5,1,249974,6188,04-05-2004 20:14,80,0,1
0,0,0,2,0,841,0,0,6932,04-05-2004 20:15,0,0,0,Citigroup,0,476,1,0,1,-1,250137,7881,04-05-2004 20:15,80,0,1
0,0,0,3,0,980,0,0,6931,04-05-2004 20:14,0,0,0,Citigroup,0,476,1,0,5,-1,250138,4716,04-05-2004 20:14,80,0,1
0,0,0,5,0,983,0,0,5104,30-04-2004 01:35,0,0,0,Kodak,0,5,1,0,5,2,250435,18026,30-04-2004 01:35,80,0,1
0,0,0,2,0,2043,0,6,6957,04-05-2004 21:05,0,0,0,odd,0,134,0,0,2,-1,250587,48830,04-05-2004 21:05,58,0,0
0,0,0,2,0,577,0,0,6311,03-05-2004 17:44,0,0,0,,0,134,1,0,2,-1,250587,1422,03-05-2004 17:44,65,0,1
0,0,0,1,0,4485,0,0,6258,03-05-2004 16:58,0,0,0,,0,134,0,0,1,-1,250587,33453,03-05-2004 16:58,66,0,0
0,0,0,4,0,12221,0,5,6675,04-05-2004 03:00,0,0,0,op-ed,0,134,1,0,4,2,250587,184875,04-05-2004 03:00,73,0,0
0,0,0,3,0,2323,0,0,6466,03-05-2004 20:18,0,0,0,difficult%20to%20understand,0,134,0,0,2,-1,250587,4917,03-05-2004 20:18,82,0,0
0,0,0,1,0,500,0,0,6392,03-05-2004 18:34,0,0,0,difficult%20to%20understand,0,134,0,0,1,-1,250587,5625,03-05-2004 18:34,83,0,0
2,0,0,2,0,542,0,0,6536,03-05-2004 22:46,0,0,0,default,0,134,0,0,2,-1,250587,31616,03-05-2004 22:46,91,0,0
0,0,0,3,0,750,0,0,6310,03-05-2004 17:44,0,0,0,,0,134,1,0,2,-1,250588,3875,03-05-2004 17:44,65,0,1
0,0,0,1,0,4668,0,0,7160,05-05-2004 00:21,0,0,0,default,0,134,0,0,1,-1,250588,49001,05-05-2004 00:21,69,0,0
0,0,0,3,0,450,0,0,6378,03-05-2004 18:13,0,0,0,leisure,0,134,1,0,3,1,250588,5328,03-05-2004 18:13,82,0,1
0,0,0,2,0,4256,0,0,6467,03-05-2004 20:20,0,0,0,difficult%20to%20understand,0,134,0,0,2,-1,250588,87085,03-05-2004 20:20,82,0,0
0,0,0,1,0,251,0,0,6400,03-05-2004 18:35,0,0,0,difficult%20to%20understand,0,134,0,0,1,-1,250588,750,03-05-2004 18:35,83,0,0
0,0,0,1,0,204,0,0,6576,04-05-2004 00:26,0,0,0,,0,134,0,0,1,-1,250588,1703,04-05-2004 00:26,83,0,0
1,0,0,3,0,330,0,1,6535,03-05-2004 22:45,0,0,0,default,0,134,1,0,2,-1,250588,78553,03-05-2004 22:45,91,0,0
0,0,0,1,0,6152,0,0,7159,05-05-2004 00:20,0,0,0,religion,0,134,0,0,1,-1,250590,53988,05-05-2004 00:20,69,0,0
0,0,0,1,0,219,0,0,18494,10-05-2004 23:11,0,0,0,india,0,9008,0,0,1,-1,250596,1390,10-05-2004 23:11,83,0,0
0,0,0,1,0,187,0,0,18550,10-05-2004 23:43,0,0,0,,0,9001,0,0,1,-1,251646,1109,10-05-2004 23:43,65,0,0
0,0,0,3,0,563,0,0,1682,21-04-2004 21:07,0,0,0,golf,0,3,1,0,3,1,252080,116594,21-04-2004 21:07,66,0,-1
0,0,0,5,0,1362,0,0,5102,30-04-2004 01:34,0,0,0,Kodak,0,5,1,0,3,2,252097,41861,30-04-2004 01:34,80,0,1
0,218,0,4,0,1640,0,2,2025,22-04-2004 14:34,0,0,0,,0,5,1,0,4,2,252098,189296,22-04-2004 14:34,84,3,1
0,218,0,5,0,2684,0,4,2026,22-04-2004 14:36,0,0,0,,0,5,1,0,5,-1,252098,391577,22-04-2004 14:36,84,3,1
0,0,0,3,0,1501,0,3,5162,30-04-2004 02:57,0,0,0,science|technology,0,11,1,0,2,1,252182,22875,30-04-2004 02:57,83,0,1
0,0,0,5,0,7475,0,1,3546,26-04-2004 17:58,0,0,0,op-ed,0,12,1,0,5,2,252193,72125,26-04-2004 17:58,73,0,1
0,0,0,4,0,3822,0,7,3548,26-04-2004 18:06,0,0,0,op-ed,0,12,1,0,5,2,252195,185342,26-04-2004 18:06,73,0,1
0,0,0,5,0,563,0,0,7789,06-05-2004 18:39,0,0,0,,0,12,1,0,4,2,252199,2125,06-05-2004 18:39,66,0,1
0,0,0,5,0,2173,0,1,3547,26-04-2004 18:00,0,0,0,op-ed,0,12,1,0,5,2,252200,123078,26-04-2004 18:00,73,0,1
0,0,0,1,0,190,0,0,5101,30-04-2004 01:33,0,0,0,Kodak,0,8168,0,0,1,-1,252390,22662,30-04-2004 01:33,80,0,0
0,0,0,4,0,3710,0,2,7974,06-05-2004 19:52,0,0,0,health|bad%20news|people,0,14,1,0,2,1,253077,92797,06-05-2004 19:52,92,0,1
0,0,0,4,0,3045,0,0,2690,23-04-2004 20:49,0,0,0,Psychology,0,2,1,0,4,2,253122,322703,23-04-2004 20:49,68,0,1
0,0,0,4,0,1187,0,2,6211,03-05-2004 14:02,0,0,0,U.S.,0,12,1,0,4,2,253233,45547,03-05-2004 14:02,76,0,-1
0,0,0,1,0,484,0,0,7811,06-05-2004 18:50,0,0,0,,0,6,0,0,1,-1,253344,2078,06-05-2004 18:50,65,0,0
0,0,0,4,0,0,0,0,7044,04-05-2004 21:56,0,0,0,familar%20topic,0,8,1,0,1,2,253361,1375,04-05-2004 21:56,67,0,1
0,3886,0,2,0,200,0,0,460,20-04-2004 23:46,0,461,3,entertainment,0,8,1,0,2,1,253369,33868,20-04-2004 23:46,60,14,-1
0,3886,0,2,0,360,0,0,1359,21-04-2004 19:48,0,461,3,entertainment,0,8,1,0,2,1,253369,75878,20-04-2004 11:45,60,14,-1
0,0,0,4,0,172,0,0,2468,23-04-2004 17:20,0,0,0,,0,8,1,0,4,2,253371,46391,23-04-2004 17:20,67,0,1
0,0,0,5,0,344,0,0,5160,30-04-2004 02:56,0,0,0,science|technology,0,11,1,0,5,2,253431,116485,30-04-2004 02:56,83,0,1
0,0,0,-1,0,250,0,0,1443,21-04-2004 19:51,0,0,0,,0,11,-1,0,-1,-1,253436,2453,21-04-2004 06:45,67,0,-1
0,0,0,5,0,390,0,0,8186,07-05-2004 01:49,0,0,0,india,0,13,1,0,5,2,253566,3385,07-05-2004 01:49,83,0,1
0,0,0,5,0,3195,0,3,7593,05-05-2004 23:22,0,0,0,computer|technology|innovation,0,5,1,0,5,2,253601,55520,05-05-2004 23:22,58,0,1
0,0,0,5,0,3195,0,3,7596,05-05-2004 23:23,0,0,0,electrical%20engineering|technology|computer|favorite|innovation,0,5,1,0,5,2,253601,184084,05-05-2004 23:23,58,0,1
0,0,0,-1,0,0,0,2,1775,21-04-2004 23:14,0,0,0,,0,2,-1,0,-1,-1,253693,0,0000-00-00 00:00:00,65,0,-1
0,0,0,5,0,891,0,0,7814,06-05-2004 18:51,0,0,0,,0,2,0,0,1,-1,253693,1640,06-05-2004 18:51,65,0,0
21,0,0,5,0,7793,0,0,174,19-04-2004 21:10,0,0,0,carnegie%20mellon,0,2,1,0,3,2,253693,162203,19-04-2004 21:10,66,0,1
21,0,0,5,0,7793,0,0,1609,21-04-2004 20:04,0,0,0,carnegie,0,2,1,0,3,2,253693,359359,19-04-2004 09:07,66,0,1
0,0,0,1,0,47,0,0,6923,04-05-2004 18:10,0,0,0,carnegie%20mellon,0,2,0,0,1,-1,253693,3750,04-05-2004 18:10,66,0,0
1,0,0,5,0,654,0,2,1552,21-04-2004 19:56,0,0,0,Pitsburgh,0,2,1,0,4,2,253693,543250,20-04-2004 03:22,76,0,1
11,0,0,5,0,330,0,0,184,19-04-2004 21:44,0,0,0,golf,0,2,1,0,4,2,253694,187156,19-04-2004 21:44,66,0,1
11,0,0,5,0,330,0,0,1654,21-04-2004 20:06,0,0,0,golf,0,2,1,0,4,2,253694,417312,19-04-2004 09:41,66,0,1
0,0,0,4,0,391,0,0,5211,30-04-2004 07:41,0,0,0,experiential|personal|science|meta-media%20(awareness)|food|health,0,10,1,0,5,2,253735,24922,30-04-2004 07:41,62,0,0
0,0,0,-1,0,656,0,0,1777,21-04-2004 23:15,0,0,0,,0,13,-1,0,-1,-1,253743,1734,21-04-2004 09:24,65,0,-1
1,0,0,1,0,1297,0,0,2210,22-04-2004 22:32,0,0,0,,0,2,1,0,4,2,253783,52735,22-04-2004 22:32,67,0,1
0,0,0,5,0,719,0,0,4408,28-04-2004 14:24,0,0,0,world%20news,0,3,1,0,5,2,253788,2610,28-04-2004 14:24,76,0,1
0,0,0,1,0,437,0,0,2216,22-04-2004 22:34,0,0,0,,0,3,1,0,4,1,253812,34593,22-04-2004 22:34,67,0,1
1,0,0,5,0,860,0,0,2467,23-04-2004 17:18,0,0,0,,0,8,1,0,5,2,253865,51048,23-04-2004 17:18,67,0,1
0,0,0,3,0,688,0,0,1076,21-04-2004 19:30,0,0,0,,0,11,1,0,4,2,253916,23860,21-04-2004 19:30,67,0,1
0,0,0,4,0,1563,0,0,7952,06-05-2004 19:25,0,0,0,world|familar%20topic|nature/environment|bad%20news,0,11,1,0,3,2,253917,98999,06-05-2004 19:25,92,0,1
0,486,0,5,0,3925,0,4,3543,26-04-2004 17:51,0,0,0,politics,0,12,1,0,5,2,253947,199142,26-04-2004 17:51,73,4,1
0,0,0,2,0,2404,0,6,6958,04-05-2004 21:07,0,0,0,religion,0,134,0,0,2,-1,254195,62510,04-05-2004 21:07,58,0,0
2,0,0,2,0,1268,0,0,6567,03-05-2004 23:20,0,0,0,random|political,0,134,1,0,2,1,254195,53125,03-05-2004 23:20,59,0,0
0,0,0,2,0,313,0,0,6312,03-05-2004 17:44,0,0,0,,0,134,1,0,2,-1,254195,1500,03-05-2004 17:44,65,0,1
0,0,0,1,0,2274,0,0,6465,03-05-2004 20:15,0,0,0,difficult%20to%20understand,0,134,0,0,2,-1,254195,5748,03-05-2004 20:15,82,0,0
0,0,0,1,0,312,0,0,6399,03-05-2004 18:35,0,0,0,difficult%20to%20understand,0,134,0,0,1,-1,254195,1000,03-05-2004 18:35,83,0,0
3,0,0,4,0,271,0,2,6539,03-05-2004 22:49,0,0,0,difficult%20to%20understand,0,134,0,0,2,-1,254195,27730,03-05-2004 22:49,91,0,0
2,0,0,1,0,1278,0,0,1360,21-04-2004 19:48,0,0,0,other,0,348,1,0,1,-1,254826,266719,20-04-2004 03:12,76,0,-1
0,0,0,1,0,593,0,0,2491,23-04-2004 17:38,0,0,0,,0,426,1,0,1,-1,255207,1750,23-04-2004 17:38,65,0,1
0,0,0,-1,0,4498,0,1,1244,21-04-2004 19:42,0,0,0,,0,426,-1,0,-1,-1,255207,25672,19-04-2004 09:11,66,0,-1
0,0,0,-1,0,250,0,3,1608,21-04-2004 20:04,0,0,0,,0,426,-1,0,-1,-1,255207,5328,19-04-2004 09:19,66,0,-1
0,0,0,1,0,2722,0,8,5631,01-05-2004 19:03,0,0,0,Information%20Security|jobs,0,458,1,0,2,-1,255733,29893,01-05-2004 19:03,91,0,1
0,0,0,4,0,2436,0,1,5145,30-04-2004 02:38,0,0,0,jobs,0,474,1,0,3,2,256042,23017,30-04-2004 02:38,83,0,1
0,0,0,2,0,592,0,0,8554,08-05-2004 01:36,0,0,0,food,0,490,1,0,3,1,256510,6329,08-05-2004 01:36,58,0,1
26,0,0,5,0,78,0,0,1678,21-04-2004 20:59,0,0,0,golf,0,2,1,0,5,2,256694,249235,21-04-2004 20:59,66,0,1
3,0,0,1,0,1000,0,0,2465,23-04-2004 17:13,0,0,0,,0,4,1,0,5,2,256737,94203,23-04-2004 17:13,67,0,1
1,0,0,5,0,1266,0,1,1693,21-04-2004 21:21,0,0,0,,0,569,0,0,4,1,256771,20078,21-04-2004 21:21,65,0,1
1,0,0,5,0,1266,0,1,1817,21-04-2004 23:26,0,0,0,,0,569,0,0,4,1,256771,48921,21-04-2004 09:21,65,0,1
0,0,0,5,0,1610,0,1,2489,23-04-2004 17:37,0,0,0,,0,569,1,0,2,1,256771,9157,23-04-2004 17:37,65,0,1
0,0,0,4,0,3830,0,1,3840,27-04-2004 01:59,0,0,0,,0,569,1,0,1,1,256771,8437,27-04-2004 01:59,65,0,1
0,0,0,5,0,2922,0,1,6845,04-05-2004 17:38,0,0,0,,0,569,1,0,2,2,256771,9719,04-05-2004 17:38,65,0,1
0,0,0,5,0,1109,0,1,7322,05-05-2004 19:17,0,0,0,,0,569,1,0,1,-1,256771,3594,05-05-2004 19:17,65,0,1
1,0,0,-1,0,5344,0,4,1438,21-04-2004 19:51,0,0,0,,0,569,-1,0,-1,-1,256771,27609,20-04-2004 10:25,66,0,-1
0,0,0,1,0,1595,0,2,20512,14-05-2004 00:19,0,0,0,,0,569,0,0,1,-1,256771,12844,14-05-2004 00:19,92,0,0
0,0,0,-1,0,661,0,1,7563,05-05-2004 23:10,0,0,0,Article%20no%20longer%20available,0,7,-1,0,-1,-1,256780,2794,05-05-2004 23:10,87,0,-1
2,0,0,2,0,843,0,1,1267,21-04-2004 19:43,0,0,0,food,0,8,1,0,4,1,256802,539312,20-04-2004 09:54,62,0,1
2,0,0,2,0,735,0,0,1839,21-04-2004 23:29,0,0,0,food|health,0,11,1,0,1,-1,256869,197954,20-04-2004 09:52,62,0,1
1,0,0,5,0,2231,0,0,2871,24-04-2004 17:15,0,0,0,U.S.|retail|business,0,12,1,0,5,2,256907,46422,24-04-2004 17:15,76,0,1
